class,filename,match,part,split,reason
Black_Scurf,Black_Scurf__BDCropVegeta_27.jpg,yes,seed,ref,"The potato tuber surface shows irregular dark brown to black hard masses (sclerotia) adhering tightly to the skin; consistent with the classic Black Scurf symptoms caused by Rhizoctonia solani."
Black_Scurf,Scurf__Bugwood_54.jpg,yes,root,test,"The potato tuber surface shows characteristic black to brown sclerotia (hard masses) adhering tightly to the skin along with irregular dark lesions and rough; cracked textures consistent with Rhizoctonia solani (Black Scurf) infection."
Black_Scurf,Scurf__Bugwood_33.jpg,yes,root,test,"The sweet potato tuber surface displays irregular dark brown to grayish-black patches and lesions consistent with Rhizoctonia solani sclerotia (black scurf) adhering to the tuber skin; along with cracking and necrotic areas characteristic of Black Scurf disease."
Black_Scurf,Black_Scurf__BDCropVegeta_8.jpg,yes,seed,test,"The potato tuber surface shows large; irregular black to dark masses (sclerotia) tightly adhered to the skin; consistent with the classic black scurf symptoms of Rhizoctonia solani described as 'the dirt that doesn't wash off'."
Black_Scurf,Scurf__Bugwood_11.jpg,no,root,rejected,"The sweet potato tubers shown appear healthy with smooth; clean orange-brown skin and no visible black or dark sclerotia masses; cankers; or lesions characteristic of Black Scurf (Rhizoctonia solani)."
Black_Scurf,Scurf__Bugwood_38.jpg,yes,root,test,"The sweet potato tuber surface shows dark; irregular black-brown patches (sclerotia) adhering tightly to the skin; consistent with Rhizoctonia solani black scurf symptoms described as 'the dirt that doesn't wash off'."
Black_Scurf,Black_Scurf__BDCropVegeta_4.jpg,yes,seed,test,"The potato tuber surface shows dark; irregular black to brown sclerotia (hard masses) adhering tightly to the skin; consistent with Black Scurf (Rhizoctonia solani) symptoms described as 'the dirt that doesn't wash off'."
Black_Scurf,Scurf__Bugwood_3.jpg,no,root,rejected,"The sweet potato tubers shown have smooth; clean reddish-brown skin without the characteristic black to dark sclerotia masses adhering to the surface that are diagnostic of Black Scurf (Rhizoctonia solani)."
Black_Scurf,Scurf__Bugwood_58.jpg,no,root,rejected,"The sweet potato tubers shown appear healthy with smooth; uniformly orange-brown skin and no visible black or dark sclerotia; cankers; or other symptoms consistent with Black Scurf (Rhizoctonia solani)."
Black_Scurf,Black_Scurf__BDCropVegeta_10.jpg,yes,seed,skipped,"The potato tuber surface shows irregular dark brown to black sclerotia (hard masses) adhering to the skin; consistent with Black Scurf (Rhizoctonia solani) symptoms described as 'the dirt that doesn't wash off.'"
Black_Scurf,Scurf__Bugwood_50.jpg,yes,root,skipped,"The sweet potato tuber surface displays irregular dark brown to black adherent sclerotia and discolored patches consistent with Rhizoctonia solani black scurf symptoms as described."
Black_Scurf,Scurf__Bugwood_25.jpg,yes,root,skipped,"The sweet potato tuber surface shows dark brown to black irregular sclerotia (hard masses) adhering tightly to the skin; consistent with Rhizoctonia solani black scurf symptoms as described."
Black_Scurf,Black_Scurf__BDCropVegeta_30.jpg,yes,seed,skipped,"The image shows a potato tuber with irregular dark brown to black sclerotia (hard masses) adhering to the surface; consistent with the black scurf symptoms described for Rhizoctonia solani infection."
Black_Scurf,Scurf__Bugwood_46.jpg,yes,root,skipped,"The sweet potato tuber displays irregular black to dark brown sclerotia (hard masses) adhering tightly to the surface along with dark brown discoloration; consistent with Rhizoctonia solani black scurf symptoms as described."
Black_Scurf,Black_Scurf__BDCropVegeta_33.jpg,yes,seed,skipped,"The image shows potato tubers with dark; irregular black to brown masses (sclerotia) adhering to the tuber surface; consistent with Black Scurf caused by Rhizoctonia solani; along with internal discoloration visible in the cross-section."
Black_Scurf,Black_Scurf__BDCropVegeta_34.jpg,yes,seed,skipped,"The potato tubers display irregular dark brown to black sclerotia (hard masses) adhering tightly to the tuber surface; consistent with Black Scurf caused by Rhizoctonia solani."
Black_Scurf,Scurf__Bugwood_13.jpg,yes,root,skipped,"The sweet potato tubers display dark brown to blackish irregular surface discoloration and lesions consistent with Rhizoctonia solani black scurf; including dark sclerotia-like masses adhering to the tuber skin and brown necrotic patches characteristic of the disease."
Black_Scurf,Scurf__Bugwood_18.jpg,yes,root,skipped,"The upper sweet potato tuber shows irregular dark brown to black surface lesions and discoloration consistent with Rhizoctonia solani sclerotia (black scurf); compared to the healthy tuber below."
Black_Scurf,Black_Scurf__BDCropVegeta_47.jpg,yes,seed,skipped,"The image shows potato tubers with irregular black to brown hard masses (sclerotia) adhering tightly to the tuber surface; which is the hallmark symptom of Black Scurf (Rhizoctonia solani) described as 'the dirt that doesn't wash off'."
Black_Scurf,Scurf__Bugwood_37.jpg,yes,root,skipped,"The sweet potato tuber displays dark brown to black irregular patches and lesions on the skin surface consistent with Rhizoctonia solani sclerotia (black scurf); which are the characteristic hard; adherent black-to-brown masses described for Black Scurf disease."
Black_Scurf,Black_Scurf__BDCropVegeta_46.jpg,yes,seed,skipped,"The potato tuber surface shows numerous irregular; dark black-brown hard masses (sclerotia) adhering tightly to the skin; consistent with the classic 'dirt that doesn't wash off' appearance of Black Scurf caused by Rhizoctonia solani."
Black_Scurf,Black_Scurf__BDCropVegeta_18.jpg,yes,seed,skipped,"The image shows a potato tuber with irregular black to brown sclerotia adhering tightly to the surface; consistent with the characteristic 'dirt that doesn't wash off' appearance of Black Scurf caused by Rhizoctonia solani."
Black_Scurf,Scurf__Bugwood_42.jpg,no,root,rejected,"The image shows a microscopic view of what appears to be a fungal hypha or nematode specimen on a slide; not macroscopic black sclerotia; cankers; or other visual symptoms of Black Scurf (Rhizoctonia solani) on plant tissue."
Black_Scurf,Black_Scurf__BDCropVegeta_11.jpg,yes,seed,skipped,"The potato tubers display irregular black to dark brown sclerotia adhering tightly to the tuber surface; consistent with the classic 'dirt that doesn't wash off' symptom characteristic of Black Scurf caused by Rhizoctonia solani."
Black_Scurf,Black_Scurf__BDCropVegeta_29.jpg,yes,seed,skipped,"The potato tuber surface shows irregular dark brown-black hard masses (sclerotia) adhering tightly to the skin; which is characteristic of Black Scurf (Rhizoctonia solani) as described."
Black_Scurf,Black_Scurf__BDCropVegeta_6.jpg,yes,seed,skipped,"The image shows a potato tuber with irregular; dark brown to black hard masses (sclerotia) adhering to the surface; consistent with the classic black scurf symptoms described for Rhizoctonia solani infection."
Black_Scurf,Black_Scurf__BDCropVegeta_36.jpg,yes,seed,skipped,"The image shows a potato tuber with irregular; dark black sclerotia (hard masses) adhering tightly to the surface; which is the hallmark symptom of Black Scurf (Rhizoctonia solani) as described."
Black_Scurf,Scurf__Bugwood_1.jpg,yes,root,skipped,"The image shows plant roots/underground stems with brown; dry; sunken cankers and lesions consistent with Rhizoctonia solani (Black Scurf) infection; which characteristically causes dry necrotic lesions on underground plant parts."
Black_Scurf,Black_Scurf__BDCropVegeta_39.jpg,yes,root,skipped,"The tuber surface shows dark; irregular black to brown sclerotia adhering tightly to the skin; consistent with the characteristic black scurf (Rhizoctonia sclerotia) described for this disease."
Black_Scurf,Black_Scurf__BDCropVegeta_15.jpg,yes,seed,skipped,"The potato tubers display characteristic irregular black to dark brown sclerotia (hard masses) adhering tightly to the tuber surface; consistent with Black Scurf caused by Rhizoctonia solani."
Blackleg,BDCropVegeta_21.jpg,yes,seed,ref,"The cross-sectioned tuber shows extensive dark brown to black internal decay consistent with the inky black wet rot characteristic of Blackleg disease initiating from the seed tuber."
Blackleg,BDCropVegeta_14.jpg,no,seed,rejected,"The image shows cross-sections of potato tubers with internal vascular browning/necrosis in the vascular ring area; which is more consistent with internal disorders or vascular wilt diseases rather than the characteristic inky black stem base decay and wet slimy rot associated with Blackleg."
Blackleg,BDCropVegeta_22.jpg,yes,seed,ref,"The image shows a seed (likely potato tuber cross-section) with characteristic inky black decay at the hilum/attachment point; consistent with Blackleg's described wet rot and blackening symptoms initiating from the seed tuber."
Blackleg,BDCropVegeta_55.jpg,yes,seed,ref,"The image shows a seed tuber (potato) with dark; rotting decay regions consistent with the wet; slimy rot and inky black decay characteristic of Blackleg initiating from the seed tuber."
Blackleg,BDCropVegeta_40.jpg,yes,seed,ref,"The cross-sectioned potato tuber shows the characteristic inky black decay at the margins spreading inward; consistent with the blackleg description of wet rot initiating from the seed tuber."
Blackleg,BDCropVegeta_4.jpg,yes,seed,ref,"The cross-section shows a tuber/seed potato with characteristic inky black decay consistent with Blackleg's wet rot progressing from the seed tuber; matching the described dark necrotic tissue."
Blackleg,BDCropVegeta_49.jpg,yes,seed,test,"The cut potato tubers show internal black; wet; slimy rot decay consistent with blackleg disease initiating from the seed tuber; with characteristic inky discoloration and soft rot of the internal tissue."
Blackleg,BDCropVegeta_23.jpg,yes,seed,test,"The cut potato tubers show dark brown to black internal rot consistent with blackleg disease initiating from the seed tuber; displaying the characteristic inky black decay described in the disease profile."
Blackleg,BDCropVegeta_15.jpg,yes,stem,ref,"The cross-section shows dark; inky black decay and rotted tissue consistent with the wet; slimy stem rot characteristic of Blackleg disease caused by bacterial infection."
Blackleg,BDCropVegeta_50.jpg,no,seed,rejected,"The image shows a cross-section of a potato tuber with internal browning/vascular discoloration consistent with ring rot or internal necrosis; not the characteristic inky black stem base decay associated with Blackleg."
Blackleg,BDCropVegeta_37.jpg,yes,seed,test,"The cross-sectioned tuber/seed piece shows the characteristic inky black decay and wet rot consistent with Blackleg disease initiating from the seed tuber."
Blackleg,BDCropVegeta_47.jpg,yes,root,ref,"The image shows a potato tuber with characteristic wet; slimy rot and dark blackened decay consistent with Blackleg (Pectobacterium) infection initiating from the seed tuber."
Blackleg,BDCropVegeta_39.jpg,yes,seed,test,"The cross-section shows a tuber/seed potato with characteristic inky black decay and wet rot at the center; consistent with Blackleg infection initiating from the seed tuber."
Blackleg,BDCropVegeta_34.jpg,yes,seed,test,"The image shows potato seed tubers with dark brown to black wet rotting decay consistent with blackleg's characteristic wet slimy rot initiating from the seed tuber."
Blackleg,BDCropVegeta_24.jpg,yes,seed,skipped,"The cross-sectioned tubers show internal dark brown to black decay and rot consistent with Blackleg's characteristic wet rot initiating from the seed tuber as described."
Blackleg,BDCropVegeta_52.jpg,yes,stem,ref,"The cross-section shows characteristic inky black internal decay consistent with Blackleg's wet rot progressing through the stem pith; surrounded by white healthy-looking outer tissue."
Blackleg,BDCropVegeta_53.jpg,yes,seed,skipped,"The cross-sections show dark; inky black decay spreading through the internal tissue of what appear to be potato tubers/seeds; consistent with the blackleg description of wet rot and black decay initiating from the seed tuber."
Blackleg,BDCropVegeta_42.jpg,yes,seed,skipped,"The image shows cross-sections of seed tubers with characteristic inky black internal decay/rot consistent with Blackleg disease initiating from the seed tuber as described."
Blackleg,BDCropVegeta_25.jpg,yes,seed,skipped,"The image shows a cut seed tuber with characteristic inky black decay/discoloration consistent with Blackleg; which is known to initiate from the seed tuber and cause dark wet rot."
Blackleg,BDCropVegeta_38.jpg,yes,seed,skipped,"The image shows seed tubers (potato halves) with characteristic dark; decayed lesions at one end; consistent with the blackleg description of inky black decay initiating from the seed tuber."
Blackleg,BDCropVegeta_36.jpg,yes,seed,skipped,"The cross-sectioned potato tuber shows wet; brown-black decay progressing from one end; consistent with the blackleg-associated bacterial soft rot originating from the seed tuber as described."
Blackleg,BDCropVegeta_5.jpg,yes,seed,skipped,"The cut potato/seed tuber shows a dark; blackened internal decay consistent with the inky black rot characteristic of Blackleg disease initiating from the seed tuber."
Blackleg,BDCropVegeta_56.jpg,yes,seed,skipped,"The image shows a seed/tuber cross-section with characteristic inky black decay consistent with Blackleg disease; matching the described wet rot and blackening symptoms."
Blackleg,BDCropVegeta_48.jpg,yes,seed,skipped,"The cross-section shows a tuber (seed potato) with characteristic inky black decay consistent with Blackleg's wet rot initiated from the seed tuber; as described in the disease profile."
Blackleg,BDCropVegeta_35.jpg,yes,seed,skipped,"The cross-sectioned seed/tuber shows internal brown-black decay and wet rot consistent with Blackleg disease initiating from the seed tuber as described."
Blackleg,BDCropVegeta_30.jpg,yes,seed,skipped,"The cross-sectioned tubers show dark; necrotic decay consistent with blackleg's characteristic inky black rot initiating from the seed tuber; with brown-black discoloration spreading through the internal tissue."
Blackleg,BDCropVegeta_6.jpg,yes,seed,skipped,"The cross-section shows a potato tuber/seed piece with characteristic inky black decay and wet rot spreading through the internal tissue; consistent with Blackleg's description of wet slimy rot initiating from the seed tuber."
Blackleg,BDCropVegeta_51.jpg,yes,seed,skipped,"The image shows a seed/tuber with dark; inky-black decay consistent with Blackleg's characteristic wet rot initiating from the seed tuber as described."
Blackleg,BDCropVegeta_13.jpg,yes,seed,skipped,"The cross-sectioned tuber/seed potato shows dark necrotic decay consistent with blackleg's characteristic inky black rot initiating from the seed tuber as described."
Blackleg,BDCropVegeta_1.jpg,yes,seed,skipped,"The cross-section of a potato tuber shows dark; necrotic decay tissue consistent with the inky black rot initiated from the seed tuber as described in Blackleg disease."
Blackleg,BDCropVegeta_57.jpg,yes,seed,skipped,"The cross-section of a potato tuber shows characteristic internal blackening and decay consistent with blackleg's inky black rot progressing from the seed tuber; with hollowed cavities and brown-black discoloration typical of the disease."
Blackleg,BDCropVegeta_43.jpg,yes,stem,ref,"The cross-section shows a characteristic inky black decay in the central pith and vascular tissue of what appears to be a potato stem or tuber; consistent with the wet rot and blackening described in Blackleg disease."
Blackleg,BDCropVegeta_16.jpg,yes,seed,skipped,"The cross-section of the tuber/seed shows characteristic dark brown to black decay spreading through the tissue; consistent with the inky black rot associated with Blackleg disease initiating from the seed tuber."
Blackleg,BDCropVegeta_17.jpg,no,seed,rejected,"The image shows a potato tuber with soft rot and dark decay typical of bacterial soft rot rather than the characteristic inky black stem base decay associated with Blackleg disease."
Blackleg,BDCropVegeta_20.jpg,yes,seed,skipped,"The image shows a cross-sectioned potato tuber/seed piece with dark brown-to-black internal decay consistent with the inky black rot initiated from the seed tuber as described in Blackleg disease."
Blackleg,BDCropVegeta_26.jpg,yes,stem,ref,"The cross-section shows a characteristic inky black decay spreading through the internal tissue; consistent with the blackleg description of inky black stem decay and wet rot progressing through stem tissue."
Blackleg,BDCropVegeta_3.jpg,yes,seed,skipped,"The cross-sectioned potato tubers display the characteristic inky black; wet decay originating from the stem end (heel end) consistent with Blackleg's bacterial rot initiating from the seed tuber."
Blackleg,BDCropVegeta_31.jpg,yes,seed,skipped,"The cross-section of what appears to be a potato tuber shows dark; blackened internal decay consistent with the inky black rot described in Blackleg disease caused by Pectobacterium/Erwinia species."
Blackleg,BDCropVegeta_12.jpg,yes,seed,skipped,"The image shows a cross-section of a potato tuber/seed with characteristic dark; decayed tissue in the center consistent with the inky black rot associated with Blackleg disease initiating from the seed tuber."
Blackleg,BDCropVegeta_19.jpg,yes,seed,skipped,"The image shows a seed/tuber cross-section with characteristic inky black; wet decay consistent with Blackleg bacterial rot spreading through the interior tissue."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_21.jpg,no,root,rejected,"The sweet potato roots shown display irregular; distorted shapes and some surface blemishes; but lack the characteristic rough; corky; raised or pitted scab lesions with tan-to-brown circular spots described for Common Scab; the distortion suggests a different condition such as nematode damage or a viral disorder."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_4.jpg,no,root,rejected,"The sweet potato tubers shown display abnormal constrictions and segmented/lobular deformities consistent with a physiological disorder or nematode damage rather than the corky; rough; raised; or pitted scab lesions characteristic of Common Scab caused by Streptomyces species."
Common_Scab,Common_Scab__BDCropVegeta_41.jpg,yes,seed,ref,"The potato tuber displays rough; corky; raised and pitted lesions with tan to brown discoloration on its surface; consistent with the described symptoms of Common Scab."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_22.jpg,yes,root,ref,"The sweet potato root displays multiple circular to irregular dark brown to black pitted and raised corky lesions scattered across the surface; consistent with the pitted and raised scab symptoms described for Common Scab."
Common_Scab,Common_Scab__BDCropVegeta_5.jpg,yes,seed,ref,"The potato tuber displays rough; corky; dark brown to nearly black irregular lesions consistent with pitted and raised scab symptoms described for Common Scab."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_3.jpg,yes,root,ref,"The sweet potato tubers display characteristic common scab symptoms including rough; corky; dark brown to black pitted and raised lesions on the tuber surface; consistent with the described variable scab lesions ranging from flat to deeply pitted."
Common_Scab,Common_Scab__BDCropVegeta_21.jpg,no,seed,rejected,"The image shows seeds with extensive dark/black internal discoloration consistent with a fungal rot or black mold rather than the corky; rough; pitted or russet surface lesions characteristic of Common Scab."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_18.jpg,no,root,rejected,"The image shows harvested sweet potato roots laid out in field trial rows (labeled L-462 and NC-734) with no visible scab lesions; corky patches; or pitting characteristic of Common Scab on the tuber surfaces."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_32.jpg,no,root,rejected,"The image shows harvested sweet potato roots that appear generally healthy or with minor deformities; but lack the characteristic corky; rough; pitted; or scabby lesions described for Common Scab; this appears to be a fumigant (Telone C-17) trial yield comparison rather than a disease symptom image."
Common_Scab,Common_Scab__BDCropVegeta_7.jpg,yes,seed,ref,"The potato tuber displays characteristic rough; corky; irregular brown lesions scattered across its surface; consistent with the raised and russet scab symptoms described for Common Scab."
Common_Scab,Common_Scab__BDCropVegeta_3.jpg,yes,seed,ref,"The potato tuber displays multiple rough; corky; brown lesions scattered across its surface; consistent with the raised and irregular scab lesions described for Common Scab caused by Streptomyces species."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_50.jpg,yes,stem,ref,"The image shows a stem with a distinct dark; pitted; corky lesion characteristic of Common Scab; consistent with the described brown to tan oval to round spots on stems."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_36.jpg,no,root,rejected,"The image shows carrot roots with large; bulbous; bead-like galls/swellings characteristic of root-knot nematode (Meloidogyne spp.) infection; not the corky; rough; flat or pitted scab lesions described for Common Scab."
Common_Scab,Common_Scab__BDCropVegeta_60.jpg,yes,seed,ref,"The potato tuber displays rough; corky; brown lesions consistent with Common Scab symptoms; including circular to irregular tan-brown spots merging into patches on the tuber surface."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_12.jpg,yes,seed,test,"The potato tuber displays multiple rough; corky; raised and pitted lesions with dark brown to black discoloration across its surface; consistent with the variable scab lesions (raised; pitted; and russet scab) described for Common Scab caused by Streptomyces species."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_39.jpg,no,root,rejected,"The image shows a plant with severely rotted; brown; withered roots and a stem transitioning from brown to green; which is more consistent with root rot or damping-off rather than the corky; raised; or pitted scab lesions on tubers described for Common Scab."
Common_Scab,Common_Scab__BDCropVegeta_44.jpg,yes,seed,test,"The potato tuber displays rough; corky; brown lesions and irregular patches on its surface that are consistent with the raised and russet scab symptoms characteristic of Common Scab caused by Streptomyces species."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_31.jpg,no,root,rejected,"The sweet potato roots shown display abnormal constrictions and distorted shapes (stumpy/knobby growth) consistent with nematode or growth disorder damage; not the rough corky/pitted scab lesions characteristic of Common Scab caused by Streptomyces species."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_6.jpg,no,whole_plant,rejected,"The image shows rows of leafy plants growing in sandy soil with no visible tuber scab lesions; the above-ground foliage appears generally healthy; and Common Scab affects roots/tubers with no aboveground symptoms as described."
Common_Scab,Common_Scab__BDCropVegeta_10.jpg,yes,seed,test,"The potato tuber shows multiple rough; corky; raised lesions scattered across its surface consistent with the raised scab form of Common Scab caused by Streptomyces scabies."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_48.jpg,no,root,rejected,"The image shows plant root systems comparing fumigated vs. non-fumigated treatments with browning and decay of roots; which is consistent with root rot or nematode damage rather than the corky; pitted; or raised scab lesions on tubers characteristic of Common Scab caused by Streptomyces species."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_28.jpg,yes,root,ref,"The potato tuber displays characteristic Common Scab symptoms including rough; corky lesions; small pitted/sunken dark spots; and irregular patches of roughened surface texture consistent with the disease description."
Common_Scab,Common_Scab__BDCropVegeta_32.jpg,no,root,rejected,"The image shows a cross-section of a potato tuber with extensive dark brown to black necrotic rot and cavity formation at the stem end; which is more consistent with black leg/soft rot or late blight internal rot rather than the corky; scab-like surface lesions characteristic of Common Scab."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_44.jpg,no,whole_plant,rejected,"The image shows a field of plants with some yellowing/wilting leaves but no visible tuber/root scab lesions (corky; pitted; or raised spots on tubers) as described for Common Scab."
Common_Scab,Common_Scab__BDCropVegeta_34.jpg,yes,seed,test,"The potato tuber displays characteristic rough; corky; brown lesions scattered across its surface; consistent with the raised and flat scab lesions described for Common Scab disease."
Common_Scab,Common_Scab__BDCropVegeta_35.jpg,yes,seed,test,"The cross-section of this potato tuber shows characteristic pitted/sunken scab lesions with brown; corky; necrotic tissue penetrating into the flesh; consistent with the pitted scab form of Common Scab caused by Streptomyces species."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_14.jpg,yes,root,ref,"The sweet potato storage roots display characteristic rough; corky; raised and pitted lesions with tan to reddish-brown coloration consistent with Common Scab symptoms as described."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_19.jpg,no,root,rejected,"The sweet potato storage roots shown display constricted; distorted; and malformed shapes with dark necrotic bands rather than the characteristic rough; corky; raised; or pitted scab lesions described for Common Scab; suggesting a different disorder such as soil fumigant injury or a soil-borne pathogen causing constriction."
Common_Scab,Common_Scab__BDCropVegeta_53.jpg,yes,root,ref,"The image shows a potato tuber with rough; corky; dark brown to black irregular patches and raised scab lesions on the surface; consistent with the described symptoms of Common Scab."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_38.jpg,yes,root,skipped,"The sweet potato tuber displays rough; corky surface lesions with cracks; pitting; and reddish-brown discoloration consistent with common scab symptoms described for root/tuber tissue."
Common_Scab,Common_Scab__BDCropVegeta_52.jpg,yes,seed,skipped,"The potato tubers display characteristic rough; corky; brown scab lesions scattered across their surfaces; consistent with the raised and russet scab symptoms described for Common Scab."
Common_Scab,Common_Scab__BDCropVegeta_2.jpg,yes,root,skipped,"The potato tuber displays rough; corky; brown lesions on its surface consistent with the raised and pitted scab symptoms described for Common Scab."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_41.jpg,yes,root,skipped,"The sweet potato tubers display characteristic common scab symptoms including multiple circular to irregular; rough; corky; brown-to-dark lesions of variable size scattered across the root surface; consistent with the described pitted and raised scab forms."
Common_Scab,Common_Scab__BDCropVegeta_13.jpg,yes,seed,skipped,"The potato tuber displays characteristic rough; corky; brown irregular lesions merging into patches on its surface; consistent with the raised and russet scab forms of Common Scab caused by Streptomyces species."
Common_Scab,Common_Scab__BDCropVegeta_30.jpg,yes,seed,skipped,"The tubers display rough; corky; dark brown to reddish-black lesions consistent with the raised and pitted scab symptoms described for Common Scab on potato tubers."
Common_Scab,Common_Scab__BDCropVegeta_58.jpg,yes,seed,skipped,"The cross-section of the potato tuber shows extensive corky; rough; dark brown to black lesions with pitted and raised areas consistent with the variable scab lesions described for Common Scab; including areas of healthy cream-colored flesh interspersed with infected tissue."
Common_Scab,Common_Scab__BDCropVegeta_39.jpg,no,seed,rejected,"The image shows a potato tuber cut in half with dark; wet; rotted tissue at one end consistent with bacterial soft rot or black leg disease; not the rough; corky; raised or pitted lesions characteristic of Common Scab."
Common_Scab,Streptomyces_Soil_Rot__Bugwood_1.jpg,yes,root,skipped,"The sweet potato tuber displays multiple rough; corky; pitted lesions with dark brown to black centers consistent with the pitted scab form of Common Scab as described."
Common_Scab,Common_Scab__BDCropVegeta_43.jpg,yes,root,skipped,"The image shows a potato tuber with rough; corky; brown lesions scattered across the surface; consistent with the raised and russet scab symptoms described for Common Scab."
Common_Scab,Common_Scab__BDCropVegeta_17.jpg,yes,root,skipped,"The image shows a potato tuber with multiple rough; corky; dark brown to tan circular lesions scattered across the surface; consistent with the raised and pitted scab symptoms described for Common Scab."
Dry_Rot,BDCropVegeta_1334.jpg,yes,seed,ref,"The cross-section of the potato tuber shows a localized dark brown necrotic cavity near the center consistent with dry rot's internal brown rotted tissue forming hollow cavities; without wet or slimy characteristics."
Dry_Rot,BDCropVegeta_1146.jpg,yes,seed,ref,"The cross-section of a potato tuber shows a dry; hollow cavity with brown-to-gray rotted tissue internally and a sunken dark lesion; which is consistent with the dry rot disease description."
Dry_Rot,BDCropVegeta_1345.jpg,yes,root,ref,"The image shows a tuber/root with a sunken; dark; shriveled lesion and wrinkled tissue consistent with the external symptoms of Dry Rot; including non-slimy dark brown-to-black sunken areas described in the disease profile."
Dry_Rot,BDCropVegeta_759.jpg,yes,seed,ref,"The image shows a potato tuber with a hollow cavity; dry brown internal rot; and shriveled non-slimy tissue consistent with the dry rot description of hollow cavities with brown-to-gray dry rotted tissue."
Dry_Rot,BDCropVegeta_588.jpg,yes,seed,ref,"The cross-sectioned tuber shows dark brown-to-black external lesions and internal dry; hollowed; rotted tissue with what appears to be fungal growth; consistent with dry rot symptoms described."
Dry_Rot,BDCropVegeta_574.jpg,yes,seed,ref,"The image shows a seed/tuber with a dark brown-to-black sunken lesion externally and internally visible dry; brown-gray rotted tissue with what appears to be fungal growth; consistent with dry rot symptoms described."
Dry_Rot,BDCropVegeta_61.jpg,yes,seed,test,"The cross-section of this tuber shows a central hollow cavity with dry; brown-to-gray rotted tissue and what appears to be fungal growth; consistent with the internal symptoms of dry rot as described."
Dry_Rot,BDCropVegeta_140.jpg,yes,seed,test,"The cross-section of the potato tuber shows a dark; dry necrotic cavity at the center with no wet or slimy appearance; consistent with the hollow dry-rotted brown-to-black internal lesions characteristic of Dry Rot."
