class,filename,match,part,split,reason
Anthracnose,Mango_Leaf_293.jpg,no,pod,rejected,"The image shows a green pod with brown necrotic damage along its surface; but the lesions do not display the characteristic deep black sunken spots with pink/orange spore masses or the irregular brown lesions with red halos typical of Anthracnose; the damage appears more consistent with mechanical injury or another pathology."
Anthracnose,Mango_Leaf_80.jpg,yes,leaf,test,"The leaf shows irregular dark brown to black sunken spots scattered across the surface; consistent with anthracnose lesions described as oval or irregular brown to deep brown spots on mango leaves."
Anthracnose,Mango_Leaf_152.jpg,no,leaf,rejected,"The image shows small; circular; punched-out lesions with dark brown borders on a green leaf; which is more consistent with shot-hole disease or a fungal leaf spot (such as Pestalotiopsis or Cercospora) rather than the oval/irregular sunken brown spots with red halos or large irregular lesions characteristic of Anthracnose."
Anthracnose,Mango_Leaf_430.jpg,yes,leaf,test,"The leaf shows irregular brown to deep brown lesions with defined margins consistent with anthracnose symptoms; including semicircular lesions near the leaf margins and irregular spots across the leaf surface."
Anthracnose,Mango_Leaf_246.jpg,yes,leaf,test,"The leaf displays irregular brown to dark brown lesions consistent with anthracnose symptoms; including oval and irregular spots on the leaf surface as described in the disease profile."
Anthracnose,Mango_Leaf_289.jpg,yes,leaf,test,"The leaf shows irregular brown sunken lesions with darker borders consistent with anthracnose symptoms; including the characteristic oval to irregular spots described for this disease."
Anthracnose,Mango_Leaf_325.jpg,no,leaf,rejected,"The image shows a uniformly browned; dried leaf with irregular holes/tears but lacks the characteristic dark sunken lesions; brown spots with red halos; or black necrotic patches typically associated with Anthracnose infection."
Anthracnose,Mango_Leaf_499.jpg,yes,leaf,test,"The leaf shows brown necrotic lesions concentrated at the tip and margins with irregular sunken spots consistent with anthracnose symptoms; including the characteristic brown to dark lesions described for this disease."
Anthracnose,Mango_Leaf_388.jpg,yes,whole_plant,ref,"The image shows a young seedling with dark brown to black necrotic lesions; tissue collapse; and stem rot consistent with anthracnose symptoms including dark lesions on stalks and blight of young plant tissue."
Anthracnose,Mango_Leaf_36.jpg,yes,seed,ref,"The image shows a curved seedling/germinating seed with dark brown to reddish-brown sunken lesions consistent with anthracnose infection affecting the seed and early seedling stage."
Anthracnose,Mango_Leaf_45.jpg,yes,leaf,test,"The leaf shows dark; irregular sunken spots/lesions consistent with anthracnose symptoms described; including the irregular brown-to-black lesions on the leaf surface."
Anthracnose,Mango_Leaf_105.jpg,yes,leaf,test,"The leaf shows irregular dark brown to black sunken spots/lesions scattered across the surface; consistent with anthracnose symptoms of oval or irregular brown to deep brown lesions on leaves as described."
Anthracnose,Mango_Leaf_65.jpg,yes,leaf,test,"The leaf shows irregular brown lesions and discoloration consistent with anthracnose symptoms; including browning and spotting typical of Colletotrichum infection on mango leaves."
Anthracnose,Mango_Leaf_323.jpg,yes,leaf,skipped,"The image shows a yellowed/brown leaf with irregular dark brown sunken lesions and discoloration consistent with Anthracnose symptoms described; including irregular spots and necrotic areas on the leaf surface."
Anthracnose,Mango_Leaf_304.jpg,yes,leaf,skipped,"The image shows a green leaf with dark brown; irregular sunken spots consistent with Anthracnose lesions as described; including the characteristic brown to deep brown spots on the leaf surface."
Anthracnose,Mango_Leaf_32.jpg,yes,leaf,skipped,"The image shows a yellowed/brown leaf with irregular dark brown necrotic lesions and tissue decay consistent with Anthracnose symptoms including irregular brown spots and blight on the leaf surface."
Anthracnose,Mango_Leaf_29.jpg,yes,leaf,skipped,"The image shows a green leaf with multiple brown; irregular; sunken spots consistent with anthracnose lesions as described; including the characteristic dark brown spots with defined margins on the leaf surface."
Anthracnose,Mango_Leaf_215.jpg,yes,leaf,skipped,"The leaf displays irregular brown to dark sunken spots and lesions scattered across the surface; consistent with Anthracnose symptoms including irregular oval-shaped spots and marginal lesions described for mango anthracnose."
Anthracnose,Mango_Leaf_245.jpg,yes,leaf,skipped,"The leaf shows irregular brown necrotic lesions with tissue collapse consistent with anthracnose symptoms; including marginal and tip necrosis with the characteristic brown discoloration described for this disease."
Anthracnose,Mango_Leaf_30.jpg,yes,leaf,skipped,"The image shows a leaf with irregular brown to dark brown necrotic lesions and tissue damage consistent with anthracnose symptoms; including margin lesions and sunken discolored spots described for this disease."
Anthracnose,Mango_Leaf_136.jpg,yes,leaf,skipped,"The image shows mango leaves with irregular brown sunken lesions and necrotic spots consistent with Anthracnose symptoms; including oval to irregular brown lesions that are characteristic of Colletotrichum infection on foliar tissue."
Anthracnose,Mango_Leaf_35.jpg,yes,pod,ref,"The pod shows dark; sunken; irregular lesions with browning and spotting consistent with Anthracnose symptoms described; including sunken spots and discoloration characteristic of Colletotrichum infection on fruit/pod surfaces."
Anthracnose,Mango_Leaf_118.jpg,yes,leaf,skipped,"The image shows a mango leaf with brown necrotic lesions along the margins and irregular brown spots consistent with Anthracnose symptoms; including semicircular lesions on leaf edges and irregular brown to deep brown spots as described."
Anthracnose,Mango_Leaf_490.jpg,yes,leaf,skipped,"The leaf shows irregular brown lesions; sunken spots; and tissue damage consistent with Anthracnose symptoms including irregular brown spots and margin lesions on what appears to be a mango leaf."
Anthracnose,Mango_Leaf_160.jpg,no,leaf,rejected,"The leaf shows only a few small; scattered reddish-brown spots without the characteristic large sunken lesions; dark brown irregular spots with red halos; or extensive necrotic areas typical of Anthracnose infection."
Anthracnose,Mango_Leaf_303.jpg,yes,leaf,skipped,"The leaf shows brown necrotic lesions at the tip and irregular brown spots scattered along the surface; consistent with anthracnose symptoms including oval to irregular brown lesions and marginal necrosis typical of Colletotrichum infection on mango leaves."
Anthracnose,Mango_Leaf_235.jpg,yes,leaf,skipped,"The leaf shows irregular dark brown to black sunken lesions consistent with Anthracnose symptoms; including the characteristic irregular-shaped spots on the leaf surface as described."
Anthracnose,Mango_Leaf_431.jpg,yes,leaf,skipped,"The leaf shows irregular brown necrotic lesions with tissue collapse and discoloration consistent with anthracnose symptoms; including the characteristic irregular brownish spots and blighted areas described for this disease."
Anthracnose,Mango_Leaf_295.jpg,yes,leaf,skipped,"The leaf shows large brown to tan discoloration with irregular lesions and some tissue damage consistent with anthracnose symptoms; including the characteristic brown sunken spots and irregular lesions described for this disease."
Anthracnose,Mango_Leaf_238.jpg,no,leaf,rejected,"The image shows small; circular to irregular spots with a pale center and defined borders on the leaf; which are more consistent with a fungal leaf spot disease (such as Alternaria or Cercospora) rather than the typical brown sunken spots with red halos or large irregular lesions characteristic of Anthracnose."
Anthracnose,Mango_Leaf_259.jpg,yes,leaf,skipped,"The leaf shows irregular brown lesions and sunken spots consistent with anthracnose symptoms; including browning at the tip and scattered dark spots across the yellowing leaf surface."
Anthracnose,Mango_Leaf_457.jpg,yes,leaf,skipped,"The leaf shows extensive brown; irregular necrotic lesions and spots across the surface consistent with anthracnose symptoms; including the characteristic irregular brown to deep brown spots and blighted tissue described for this disease."
Anthracnose,Mango_Leaf_224.jpg,no,leaf,rejected,"The leaf shows uniform yellowing/browning consistent with senescence or nutrient deficiency; lacking the characteristic dark sunken spots; irregular brown lesions; or red halos associated with Anthracnose."
Anthracnose,Mango_Leaf_226.jpg,no,leaf,rejected,"The leaf shows general yellowing/browning and mild discoloration but lacks the characteristic oval or irregular dark brown sunken spots; red halos; or distinct anthracnose lesions described for Anthracnose disease."
Anthracnose,Mango_Leaf_393.jpg,no,pod,rejected,"The image shows a green pod with brown; dried; and damaged edges that appear to be mechanical or insect damage rather than the characteristic sunken black lesions; spore masses; or irregular brown spots with red halos described for Anthracnose."
Anthracnose,Mango_Leaf_257.jpg,yes,leaf,skipped,"The image shows a leaf with brown; irregular lesions and necrotic tissue consistent with anthracnose symptoms; including marginal and surface lesions characteristic of the disease description."
Anthracnose,Mango_Leaf_252.jpg,yes,leaf,skipped,"The leaf displays irregular brown to dark brown lesions with surrounding yellow halos consistent with anthracnose symptoms described as oval or irregular sunken spots on leaves."
Bacterial_Canker,Mango_Leaf_247.jpg,no,leaf,rejected,"The image shows a leaf with irregular marginal necrosis and physical damage/chewing along the edges; but lacks the characteristic raised black angular spots with yellow chlorotic halos or greasy margins associated with Bacterial Canker."
Bacterial_Canker,Mango_Leaf_444.jpg,no,leaf,rejected,"The leaf shows marginal necrosis/scorch along the leaf edges but lacks the characteristic raised black angular spots with greasy margins and chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_14.jpg,no,leaf,rejected,"The image shows a fern-like leaf with browning/necrosis along the margins and tips but lacks the characteristic raised black angular spots with greasy margins; chlorotic halos; or water-soaked lesions described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_24.jpg,no,leaf,rejected,"The leaf shows ragged; torn edges and some dark spots but lacks the characteristic raised black angular spots with greasy margins; chlorotic halos; or other defining symptoms of Bacterial Canker as described."
Bacterial_Canker,Mango_Leaf_147.jpg,no,leaf,rejected,"The leaf shows irregular brown necrotic edges and small holes consistent with mechanical damage or insect feeding rather than the raised black angular spots with greasy margins and chlorotic halos characteristic of Bacterial Canker."
Bacterial_Canker,Mango_Leaf_164.jpg,no,leaf,rejected,"The leaf shown appears mostly green and intact with no visible bacterial canker symptoms such as raised black angular spots; greasy margins; chlorotic halos; or necrotic lesions consistent with the described disease."
Bacterial_Canker,Mango_Leaf_383.jpg,no,leaf,rejected,"The leaf shows irregular necrotic edge damage and tissue destruction consistent with insect feeding or mechanical injury rather than the angular black spots with greasy margins; chlorotic halos; or raised lesions characteristic of Bacterial Canker."
Bacterial_Canker,Mango_Leaf_288.jpg,no,leaf,rejected,"The leaf shows marginal necrosis and browning along the edges; but lacks the characteristic raised black angular spots with greasy margins and yellow chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_166.jpg,no,leaf,rejected,"The leaf shows marginal browning/necrosis and small dark spots; but lacks the characteristic raised black angular spots with greasy margins and yellow chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_4.jpg,no,leaf,rejected,"The image shows a leaf with brown/necrotic leaf margins and general desiccation; but lacks the characteristic raised black angular spots with greasy margins; chlorotic halos; or other hallmark symptoms of Bacterial Canker as described."
Bacterial_Canker,Mango_Leaf_462.jpg,no,leaf,rejected,"The leaf shows marginal necrosis; brown dry edges; and small scattered spots; but lacks the characteristic raised black angular spots with greasy margins and yellow chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_473.jpg,no,leaf,rejected,"The image shows marginal leaf scorch/necrosis (browning along leaf edges) and a small brown spot; but lacks the characteristic raised black angular spots with greasy margins; chlorotic halos; or other features consistent with Bacterial Canker as described."
Bacterial_Canker,Mango_Leaf_182.jpg,no,leaf,rejected,"The leaf shows only minor browning/drying at the tip and edges without the characteristic raised black angular spots; greasy margins; chlorotic halos; or water-soaked lesions described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_293.jpg,no,leaf,rejected,"The image shows a leaf with irregular edge damage and some browning consistent with insect feeding or mechanical injury; but lacks the characteristic raised black angular spots with yellow chlorotic halos or greasy margins described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_80.jpg,no,leaf,rejected,"The leaf shows yellowing; marginal necrosis; and irregular tearing but lacks the characteristic raised black angular spots with greasy margins and chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_152.jpg,no,leaf,rejected,"The leaf shown has minor edge browning and small holes but lacks the characteristic raised black angular spots with yellow chlorotic halos or greasy margins described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_430.jpg,no,leaf,rejected,"The leaf shows minor irregular brown spots and edge damage but lacks the characteristic raised black angular spots with greasy margins and yellow chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_246.jpg,no,leaf,rejected,"The image shows a narrow leaf with dry; brown; necrotic margins and edge damage consistent with marginal leaf scorch or mechanical damage; but lacks the characteristic raised black angular spots with greasy margins; chlorotic halos; or water-soaked lesions described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_289.jpg,no,leaf,rejected,"The leaf shows marginal browning and necrosis along the edges; but lacks the characteristic raised black angular spots with greasy margins; chlorotic halos; or water-soaked lesions described for Bacterial Canker; the damage appears more consistent with mechanical injury or edge scorch."
Bacterial_Canker,Mango_Leaf_325.jpg,no,leaf,rejected,"The image shows leaf margin necrosis and browning along the edges of the leaf; which is more consistent with leaf scorch; tip burn; or fungal blight rather than the raised black angular spots with greasy margins and yellow halos characteristic of Bacterial Canker (BBS)."
Bacterial_Canker,Mango_Leaf_499.jpg,no,leaf,rejected,"The image shows a leaf with irregular torn/chewed edges and minor brown necrosis but lacks the characteristic angular black spots with yellow chlorotic halos; greasy raised margins; or water-soaked lesions described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_388.jpg,no,leaf,rejected,"The leaf shows marginal browning and small holes/tears but lacks the characteristic raised black angular spots with greasy margins and chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_36.jpg,no,leaf,rejected,"The leaf shows marginal browning; irregular edge damage; and small scattered spots but lacks the characteristic raised black angular spots with greasy margins and yellow chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_45.jpg,no,leaf,rejected,"The leaf shows marginal browning; necrosis along the edges; and some spotting; but lacks the characteristic raised black angular spots with yellow chlorotic halos or greasy margins described for Bacterial Canker; the symptoms appear more consistent with mechanical damage or a different leaf disease."
Bacterial_Canker,Mango_Leaf_105.jpg,no,leaf,rejected,"The leaf shows marginal browning/necrosis and a few small reddish-orange spots but lacks the characteristic raised black angular spots with greasy margins and chlorotic (yellow) halo described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_65.jpg,no,leaf,rejected,"The leaf shows general wilting; curling; and marginal necrosis but lacks the characteristic raised black angular spots with yellow chlorotic halos or greasy margins described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_323.jpg,no,leaf,rejected,"The image shows leaf edge necrosis and marginal browning/scorching rather than the raised black angular spots with chlorotic halos or greasy raised margins characteristic of Bacterial Canker as described."
Bacterial_Canker,Mango_Leaf_304.jpg,no,leaf,rejected,"The leaf shows marginal necrosis and tattered edges consistent with mechanical damage; insect feeding; or leaf blight; but lacks the characteristic raised black angular spots with yellow halos or greasy margins described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_32.jpg,no,leaf,rejected,"The image shows a narrow leaf with irregular torn or chewed margins and minor spotting; but lacks the characteristic raised black angular spots with yellow chlorotic halos; greasy margins; or water-soaked lesions described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_29.jpg,no,leaf,rejected,"The image shows a fern-like leaf with necrotic; brown; dried-out margins and edge damage but lacks the characteristic raised black angular spots with greasy margins; chlorotic (yellow) halos; or water-soaked lesions described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_215.jpg,no,leaf,rejected,"The leaf shows dry; brown; crispy necrotic margins (marginal leaf scorch/blight) without the characteristic raised black angular spots with greasy margins and yellow chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_245.jpg,no,leaf,rejected,"The image shows a leaf with irregular brown necrotic margins and tissue damage that appears more consistent with mechanical damage or leaf blight rather than the characteristic raised black angular spots with yellow chlorotic halos and greasy margins described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_30.jpg,no,leaf,rejected,"The image shows a leaf with brown necrotic margins and some small spots; but lacks the characteristic raised black angular spots with greasy margins and yellow chlorotic halos described for Bacterial Canker; the damage appears more consistent with edge scorch or mechanical injury."
Bacterial_Canker,Mango_Leaf_136.jpg,no,leaf,rejected,"The leaf shows irregular marginal necrosis and edge damage consistent with mechanical injury or insect feeding; but lacks the characteristic raised black angular spots with yellow chlorotic halos or greasy margins described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_35.jpg,no,leaf,rejected,"The image shows a leaf with brown necrotic marginal scorch; edge curling; and small circular lesions; but lacks the characteristic angular black spots with greasy margins and yellow chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_118.jpg,no,leaf,rejected,"The leaf shows irregular torn edges and mechanical damage or insect feeding damage rather than the characteristic raised black angular spots with greasy margins and yellow chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_490.jpg,no,leaf,rejected,"The leaf shows irregular holes and torn margins consistent with insect feeding damage or mechanical injury; not the characteristic raised black angular spots with greasy margins and chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_160.jpg,no,leaf,rejected,"The image shows a leaf with general discoloration and surface damage but lacks the characteristic raised black angular spots; greasy margins following venation; or yellow chlorotic halo typical of Bacterial Canker as described."
Bacterial_Canker,Mango_Leaf_303.jpg,yes,stem,ref,"The image shows a stem with dark longitudinal cracks; necrotic angular lesions; and raised margins consistent with the Bacterial Canker description of longitudinal dark-colored cracks and angular necrotic spots on stems."
Bacterial_Canker,Mango_Leaf_235.jpg,no,leaf,rejected,"The image shows a leaf with serrated/toothed margins and some browning at the edges; but lacks the characteristic raised black angular spots; greasy margins; chlorotic halos; or water-soaked lesions described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_431.jpg,no,leaf,rejected,"The leaf shows marginal necrosis and edge damage consistent with mechanical injury or scorch; but lacks the characteristic raised black angular spots with greasy margins; chlorotic halos; or water-soaked lesions described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_295.jpg,no,leaf,rejected,"The leaf shows marginal browning; edge damage; and some dark spots but lacks the characteristic raised black angular spots with greasy margins and yellow chlorotic halos described for Bacterial Canker; the damage appears more consistent with mechanical injury or a different pathology."
Bacterial_Canker,Mango_Leaf_238.jpg,no,leaf,rejected,"The leaf shows marginal necrosis and edge browning/tearing but lacks the characteristic raised black angular spots with yellow chlorotic halos or greasy margins described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_259.jpg,no,leaf,rejected,"The leaf shows marginal browning and drying along the edges but lacks the characteristic raised black angular spots with greasy margins; chlorotic halos; or other hallmark symptoms of Bacterial Canker as described."
Bacterial_Canker,Mango_Leaf_457.jpg,no,leaf,rejected,"The leaf shows irregular marginal necrosis and chewing damage consistent with insect feeding or scorch; but lacks the characteristic raised black angular spots with greasy margins and yellow chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_224.jpg,no,leaf,rejected,"The leaf shown appears to have curled/wavy edges and minor browning but lacks the characteristic raised black angular spots with yellow chlorotic halos; greasy margins; or water-soaked lesions described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_226.jpg,no,leaf,rejected,"The leaf shows irregular brown necrotic lesions and marginal scorch/tearing but lacks the characteristic raised black angular spots with greasy margins and yellow chlorotic halos described for Bacterial Canker."
Bacterial_Canker,Mango_Leaf_393.jpg,no,leaf,rejected,"The leaf shows marginal necrosis; browning along the edges; and some small spots; but lacks the characteristic raised black angular spots with greasy margins; chlorotic halos; or other hallmark symptoms of Bacterial Canker as described."
Bacterial_Canker,Mango_Leaf_257.jpg,no,leaf,rejected,"The leaf shows marginal browning and edge necrosis but lacks the characteristic raised black angular spots with greasy margins; chlorotic halos; or other hallmark symptoms of Bacterial Canker as described."
Bacterial_Canker,Mango_Leaf_252.jpg,no,leaf,rejected,"The leaf shows marginal browning and small scattered spots along the edges; but lacks the characteristic raised black angular spots with greasy margins and yellow chlorotic halos described for Bacterial Canker."
Die_Back,Mango_Leaf_247.jpg,yes,leaf,ref,"The image shows a severely desiccated; curled; and browned leaf consistent with the die-back symptom description of leaves curling upwards and drying out due to vascular deterioration."
Die_Back,Mango_Leaf_444.jpg,yes,leaf,ref,"The image shows a dried; brown; curled leaf with discoloration and withering consistent with Die_Back symptoms; where leaves curl upwards and fall off as described."
Die_Back,Mango_Leaf_14.jpg,yes,stem,ref,"The image shows a darkened; withered stem/twig with discolored bark consistent with die-back symptoms including bark darkening and twig withering as described."
Die_Back,Mango_Leaf_24.jpg,yes,leaf,ref,"The image shows a severely dried; curled; and withered leaf with brown discoloration; consistent with the Die_Back symptom description of leaves curling upwards and falling off due to vascular and stem deterioration."
Die_Back,Mango_Leaf_147.jpg,yes,stem,ref,"The image shows a dark; withered twig/stem with discoloration and desiccation consistent with die-back symptoms; including darkening of the bark and withering from the base outward."
Die_Back,Mango_Leaf_164.jpg,yes,stem,ref,"The image shows a darkened; discolored; and withered stem/twig with bark discoloration consistent with die-back symptoms described; including progressive withering and dark discoloration."
Die_Back,Mango_Leaf_383.jpg,yes,stem,ref,"The image shows a darkened; withered twig/stem with discolored bark; consistent with the die-back symptoms of bark darkening and twig withering described in the disease profile."
Die_Back,Mango_Leaf_288.jpg,yes,leaf,ref,"The dried; brown; curled leaf with discolored veins is consistent with the die-back symptom description of leaves curling upwards and falling off due to vascular browning and withering."
Die_Back,Mango_Leaf_166.jpg,yes,leaf,ref,"The leaf shows browning; curling; and withering consistent with die-back symptoms where leaves curl upwards and exhibit discoloration before falling off."
Die_Back,Mango_Leaf_4.jpg,no,leaf,rejected,"The image shows a single dry; brown; desiccated leaf detached from the plant; with no visible gum secretion; bark discoloration; or twig withering that are characteristic symptoms of Die_Back disease."
Die_Back,Mango_Leaf_462.jpg,no,leaf,rejected,"The image shows a single dried; brown; curled leaf on a white background; but lacks visible symptoms of die-back such as gum secretion; bark discoloration; or twig withering that are characteristic of Die_Back disease."
Die_Back,Mango_Leaf_473.jpg,yes,stem,ref,"The image shows a darkened; discolored stem/twig with bark discoloration consistent with die-back disease symptoms described; including the characteristic browning and withering of the stem tissue."
Die_Back,Mango_Leaf_182.jpg,no,pod,rejected,"The image shows a dried; withered pod rather than stem or foliar symptoms of die-back such as bark darkening; gum secretion; or leaves curling upward."
Die_Back,Mango_Leaf_293.jpg,yes,stem,test,"The image shows a withered; dried; and darkened twig/stem consistent with die-back symptoms including withering and bark discoloration progressing from the base outward."
Die_Back,Mango_Leaf_80.jpg,yes,leaf,test,"The image shows a dried; withered leaf with brown discoloration and curling; which is consistent with the Die_Back symptom description of leaves curling upwards and falling off due to vascular browning."
Die_Back,Mango_Leaf_152.jpg,yes,leaf,test,"The image shows a dried; withered; and discolored leaf that is curled and brown; consistent with the Die_Back symptom description of leaves curling upwards and falling off due to vascular discoloration and twig dieback."
Die_Back,Mango_Leaf_430.jpg,yes,leaf,test,"The severely withered; curled; and brown/dark leaf is consistent with Die_Back symptoms where leaves curl upwards and desiccate as the disease progresses."
Die_Back,Mango_Leaf_246.jpg,yes,leaf,test,"The image shows a dried; withered; and curled leaf with browning and discoloration consistent with die-back symptoms; where leaves curl and desiccate as the condition progresses."
Die_Back,Mango_Leaf_289.jpg,yes,leaf,test,"The image shows a severely withered; dried; and discolored leaf with browning consistent with die-back symptoms including leaf curl and necrosis described in the disease profile."
Die_Back,Mango_Leaf_325.jpg,yes,leaf,test,"The image shows a severely withered; brown; and curled leaf consistent with the Die_Back symptom description of leaves curling upwards and falling off due to vascular discoloration and twig withering."
Die_Back,Mango_Leaf_499.jpg,yes,leaf,test,"The image shows a severely withered; curled; and dried brown leaf consistent with the die-back symptom description of leaves curling upwards and falling off with browning of veins."
Die_Back,Mango_Leaf_388.jpg,yes,leaf,test,"The image shows a severely desiccated; curled; and withered brown leaf consistent with the Die_Back symptom description of leaves curling upwards and falling off due to vascular and stem dieback."
Die_Back,Mango_Leaf_36.jpg,yes,leaf,test,"The image shows a severely withered; dried; and curled brown leaf consistent with the Die_Back symptom description of leaves curling upwards and falling off due to progressive twig and branch withering."
Die_Back,Mango_Leaf_45.jpg,yes,leaf,skipped,"The dried; curled; and withered brown leaf with visible browning of veins is consistent with the Die_Back symptom description of leaves curling upwards and falling off due to vascular discoloration."
Die_Back,Mango_Leaf_105.jpg,yes,leaf,skipped,"The image shows a severely desiccated; curled; and brown leaf consistent with the Die_Back symptom description of leaves curling upwards and drying out due to vascular and twig deterioration."
Die_Back,Mango_Leaf_65.jpg,yes,leaf,skipped,"The image shows a dried; brown; curled leaf that has fallen off; consistent with the Die_Back symptom description of leaves curling upward and falling off due to vascular damage and browning of veins."
Die_Back,Mango_Leaf_323.jpg,yes,leaf,skipped,"The image shows a dried; curled; and discolored leaf consistent with the Die_Back symptom description of leaves curling upwards and falling off due to vascular damage and withering."
Die_Back,Mango_Leaf_304.jpg,yes,leaf,skipped,"The leaf shows browning; darkening; and withering consistent with die-back symptoms where veins turn brown and leaves curl and desiccate."
Die_Back,Mango_Leaf_32.jpg,yes,leaf,skipped,"The image shows a dried; curled; and withered leaf with browning consistent with the die-back symptom description of leaves curling upwards and falling off due to vascular discoloration."
Die_Back,Mango_Leaf_29.jpg,yes,leaf,skipped,"The image shows a dried; withered; and curled leaf with brown discoloration consistent with the die-back symptom description of leaves curling upwards and falling off due to vein browning and wilting."
Die_Back,Mango_Leaf_215.jpg,yes,leaf,skipped,"The image shows a dried; curled; and withered leaf with browning consistent with die-back symptoms where leaves curl upwards and fall off as the disease progresses."
Die_Back,Mango_Leaf_245.jpg,yes,leaf,skipped,"The image shows a single dried; withered; and darkened leaf with curling/twisting consistent with the Die_Back symptom description of leaves curling upwards and falling off due to vascular discoloration and wilting."
Die_Back,Mango_Leaf_30.jpg,yes,leaf,skipped,"The image shows a severely dried; curled; and withered leaf with brown discoloration; consistent with the Die_Back symptom description of leaves curling upwards and falling off due to vascular damage."
Die_Back,Mango_Leaf_136.jpg,yes,leaf,skipped,"The image shows a severely withered; darkened; and curled leaf consistent with die-back symptoms including discoloration and leaf curl as described."
