class,filename,match,part,split,reason
Bacterial_Leaf_Blight,Mild_Bacterial_Blight__SBRD_241.jpg,yes,leaf,test,"The image shows a leaf with yellowish-orange discoloration along the margin; consistent with the water-soaked to yellow-orange lesions with wavy margins characteristic of Bacterial Leaf Blight."
Bacterial_Leaf_Blight,Severe_Bacterial_Blight__SBRD_102.jpg,yes,leaf,test,"The image shows a rice leaf with a large grayish-white to tan lesion spreading from the leaf margin with a characteristic wavy border; consistent with the late-stage bacterial leaf blight symptoms described."
Bacterial_Leaf_Blight,Bacterial_Leaf_Blight__BDCropVegeta_1031.jpg,yes,leaf,test,"The image shows a rice leaf/seedling with yellowing and water-soaked appearance consistent with bacterial leaf blight (kresek syndrome); where the leaf is wilting and showing characteristic yellowing from the tip."
Bacterial_Leaf_Blight,Bacterial_Leaf_Blight__BDCropVegeta_307.jpg,yes,leaf,skipped,"The image shows rice leaves with yellowing/browning lesions starting from the leaf tips and margins; consistent with the characteristic grayish-white to yellow-orange stripe lesions of Bacterial Leaf Blight progressing from the leaf tip toward the base."
Bacterial_Leaf_Blight,Leaf_Blight__CDDM_27.jpg,yes,leaf,skipped,"The image shows a leaf with characteristic yellowing and necrotic lesions spreading from the tip and margins with a wavy border; consistent with Bacterial Leaf Blight symptoms described as water-soaked streaks progressing from leaf tips that dry out into grayish-white necrotic areas."
Bacterial_Leaf_Blight,Severe_Bacterial_Blight__SBRD_105.jpg,yes,leaf,skipped,"The image shows a rice leaf with characteristic grayish-white lesions and yellow-orange margins with wavy edges spreading from the leaf margin; consistent with Bacterial Leaf Blight symptoms caused by Xanthomonas oryzae pv. oryzae."
Bacterial_Leaf_Blight,Bacterial_Leaf_Blight__CDDM_794.jpg,yes,leaf,skipped,"The image shows a grass/rice leaf with characteristic grayish-white lesions along the leaf margins with wavy borders and dried-out areas consistent with Bacterial Leaf Blight symptoms described."
Bacterial_Leaf_Blight,Leaf_Blight__CDDM_65.jpg,yes,leaf,skipped,"The image shows a narrow leaf blade with characteristic yellowing and browning along the margins progressing from the tip toward the base; consistent with the water-soaked streaks and necrotic lesions described for Bacterial Leaf Blight."
Bacterial_Leaf_Blight,Severe_Bacterial_Blight__SBRD_169.jpg,yes,leaf,skipped,"The image shows a leaf with yellow-orange discoloration and lesion along the blade consistent with the water-soaked to yellow-orange stripes described for Bacterial Leaf Blight."
Bacterial_Leaf_Blight,Mild_Bacterial_Blight__SBRD_228.jpg,no,leaf,rejected,"The leaf shown appears healthy and green without the characteristic water-soaked streaks; grayish-white lesions; wavy margin lesions; or yellowing/drying symptoms associated with Bacterial Leaf Blight."
Bacterial_Leaf_Blight,Bacterial_Leaf_Blight__BDCropVegeta_1145.jpg,yes,leaf,skipped,"The image shows characteristic yellow-orange lesions with wavy margins progressing along the leaf blade; consistent with bacterial leaf blight symptoms including the grayish-white necrotic areas and water-soaked streaks described for Xanthomonas oryzae pv. oryzae infection."
Bacterial_Leaf_Blight,Bacterial_Leaf_Blight__BDCropVegeta_399.jpg,yes,leaf,skipped,"The rice leaves show early yellowish-orange streaking and discoloration along the leaf blades consistent with the initial stages of bacterial leaf blight caused by Xanthomonas oryzae pv. oryzae."
Bacterial_Leaf_Blight,Leaf_Blight__CDDM_76.jpg,yes,leaf,skipped,"The image shows a rice leaf with characteristic grayish-white lesions; browning; and drying from the tip progressing downward; consistent with the late-stage Bacterial Leaf Blight symptoms described."
Bacterial_Leaf_Blight,Severe_Bacterial_Blight__SBRD_107.jpg,no,leaf,rejected,"The image shows a green; apparently healthy rice leaf tip being held between fingers with no visible water-soaked lesions; grayish-white necrotic areas; wavy margin lesions; or bacterial ooze characteristic of Bacterial Leaf Blight."
Bacterial_Leaf_Blight,Leaf_Blight__CDDM_57.jpg,yes,leaf,skipped,"The image shows a narrow grass-like leaf (likely rice) with characteristic elongated brownish lesions and necrotic streaking consistent with bacterial leaf blight; including the progression of discoloration from the tip toward the base with irregular wavy margins."
Bacterial_Leaf_Blight,Severe_Bacterial_Blight__SBRD_66.jpg,yes,leaf,skipped,"The image shows a rice leaf with characteristic yellow-orange to whitish lesions with wavy margins progressing along the leaf blade; consistent with Bacterial Leaf Blight caused by Xanthomonas oryzae pv. oryzae."
Bacterial_Leaf_Blight,Severe_Bacterial_Blight__SBRD_45.jpg,yes,leaf,skipped,"The image shows rice leaves with yellowing and drying lesions progressing from the leaf tips and margins; consistent with the characteristic grayish-white to yellow lesions and leaf drying described for Bacterial Leaf Blight (Xanthomonas oryzae pv. oryzae)."
Bacterial_Leaf_Blight,Severe_Bacterial_Blight__SBRD_221.jpg,yes,leaf,skipped,"The image shows a leaf with yellow-orange to brown streaking lesions along the leaf blade with characteristic wavy margins; consistent with Bacterial Leaf Blight (Xanthomonas oryzae pv. oryzae) symptoms described."
Bacterial_Leaf_Blight,Mild_Bacterial_Blight__SBRD_71.jpg,yes,leaf,skipped,"The image shows yellowing/browning lesions along the leaf margins with a characteristic pattern consistent with bacterial leaf blight's water-soaked stripes spreading from leaf tips and margins on what appears to be rice leaves."
Bacterial_Leaf_Blight,Bacterial_Leaf_Blight__BDCropVegeta_1156.jpg,yes,leaf,skipped,"The image shows a leaf with browning/yellowing and drying consistent with the late-stage leaf blight symptoms described; where leaves dry out and die following bacterial infection."
Bacterial_Leaf_Blight,Mild_Bacterial_Blight__SBRD_260.jpg,yes,leaf,skipped,"The image shows rice leaves with yellowing/browning lesions along the leaf margins consistent with the characteristic water-soaked to yellow-orange stripes and wavy margin lesions described for Bacterial Leaf Blight."
Bacterial_Leaf_Blight,Leaf_Blight__CDDM_30.jpg,yes,leaf,skipped,"The image shows a rice leaf with characteristic brown-to-tan necrotic lesions starting from the base progressing upward with irregular wavy margins; consistent with Bacterial Leaf Blight (Xanthomonas oryzae pv. oryzae) symptoms described as water-soaked streaks that dry out and die."
Bacterial_Leaf_Blight,Bacterial_Leaf_Blight__CDDM_1589.jpg,yes,leaf,skipped,"The image shows a leaf with yellow-orange discoloration and streaking consistent with the water-soaked to yellow-orange stripes described for Bacterial Leaf Blight; progressing along the leaf blade."
Bacterial_Leaf_Blight,Leaf_Blight__CDDM_70.jpg,yes,leaf,skipped,"The image shows a narrow leaf (likely rice) with characteristic yellowish-brown lesions and necrotic streaks along the leaf blade consistent with bacterial leaf blight symptoms including water-soaked to yellow-orange stripes progressing along the leaf."
Bacterial_Leaf_Blight,Bacterial_Leaf_Blight__BDCropVegeta_2051.jpg,yes,leaf,skipped,"The image shows a rice leaf with a grayish-white lesion spreading from the leaf tip with characteristic wavy margins and discoloration consistent with Bacterial Leaf Blight symptoms."
Bacterial_Leaf_Blight,Severe_Bacterial_Blight__SBRD_139.jpg,yes,leaf,skipped,"The image shows a rice leaf with characteristic pale/grayish-white lesions and water-soaked to necrotic areas with irregular wavy margins progressing along the leaf blade; consistent with Bacterial Leaf Blight symptoms."
Bacterial_Leaf_Streak,BDCropVegeta_160.jpg,yes,leaf,ref,"The image shows rice leaves with elongated; brownish linear lesions running between leaf veins; consistent with the streak-like symptoms described for Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_133.jpg,no,whole_plant,rejected,"The image shows healthy-looking green rice plants with no visible water-soaked linear lesions; brown streaks; translucent striping; or bacterial ooze characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_172.jpg,yes,leaf,ref,"The image shows rice leaves with linear; yellowish to light brown streaks running between the leaf veins; consistent with the translucent; elongated lesions characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_81.jpg,yes,leaf,ref,"The image shows rice leaves with linear; longitudinal lesions that appear light brown to yellowish; consistent with the streak-like symptoms between leaf veins characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_311.jpg,no,leaf,rejected,"The image shows rice leaves with general yellowing/chlorosis but lacks the characteristic linear; water-soaked streaks between veins; translucent lesions; or light brown to yellowish-gray streak lesions diagnostic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_302.jpg,no,leaf,rejected,"The leaves in the image appear uniformly green and healthy without visible water-soaked linear streaks; brown-to-yellowish-gray lesions; or translucent streaking characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_350.jpg,no,leaf,rejected,"The leaves in the image appear largely healthy and green without the characteristic linear; water-soaked streaks; brown-to-yellowish-gray lesions; or translucent streaking between veins that are diagnostic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_178.jpg,yes,leaf,ref,"The image shows grass/rice leaves with elongated; linear brown streaks running between the leaf veins; consistent with the bacterial leaf streak symptom description of light brown to yellowish-gray linear lesions confined between leaf veins."
Bacterial_Leaf_Streak,BDCropVegeta_134.jpg,yes,leaf,ref,"The image shows rice leaves with linear; longitudinal streaks that appear light brown to yellowish; consistent with the bacterial leaf streak symptoms of water-soaked linear lesions between leaf veins that become light brown to yellowish gray."
Bacterial_Leaf_Streak,BDCropVegeta_362.jpg,yes,leaf,test,"The image shows rice leaves with yellowish-brown linear streaks running between the leaf veins; consistent with the translucent; light brown to yellowish-gray lesions characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_244.jpg,no,leaf,rejected,"The image shows largely healthy green rice leaves with only minor yellowing on a few leaves; lacking the characteristic linear water-soaked streaks; translucent lesions; and light brown-to-yellowish-gray streak patterns diagnostic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_33.jpg,no,leaf,rejected,"The rice leaves in the image appear healthy and uniformly green without the characteristic water-soaked linear streaks; light brown to yellowish-gray translucent lesions between veins; or bacterial ooze indicative of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_29.jpg,no,leaf,rejected,"The image shows healthy green rice leaves with no visible water-soaked linear lesions; brown streaks; yellowing; or any other symptoms consistent with Bacterial Leaf Streak disease."
Bacterial_Leaf_Streak,BDCropVegeta_207.jpg,no,leaf,rejected,"The leaves appear mostly healthy and green with only minor yellowing/browning on a few blades; lacking the characteristic linear; water-soaked streaks between veins; translucent lesions; or bacterial ooze droplets described for Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_180.jpg,no,leaf,rejected,"The image shows generally healthy green rice leaves with some yellowing but no visible water-soaked linear streaks; translucent lesions between veins; or bacterial ooze characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_371.jpg,no,leaf,rejected,"The image shows predominantly healthy green rice leaves and panicles without the characteristic linear water-soaked streaks; light brown to yellowish-gray translucent lesions between leaf veins that are diagnostic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_40.jpg,no,whole_plant,rejected,"The image shows healthy; vibrant green rice plants with no visible linear lesions; water-soaked streaks; browning; or any other symptoms consistent with Bacterial Leaf Streak disease."
Bacterial_Leaf_Streak,BDCropVegeta_313.jpg,no,leaf,rejected,"The image shows yellowing/chlorotic rice leaves without the characteristic linear; water-soaked streaks between veins or brown lesions translucent against light that are diagnostic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_19.jpg,no,leaf,rejected,"The leaves appear mostly healthy and green without the characteristic water-soaked linear streaks; light brown to yellowish-gray translucent lesions between veins; or bacterial ooze associated with Bacterial Leaf Streak disease."
Bacterial_Leaf_Streak,BDCropVegeta_284.jpg,yes,leaf,test,"The image shows grass/rice leaves with linear; brownish streaks running between the leaf veins; consistent with the water-soaked to light brown linear lesions characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_219.jpg,yes,leaf,test,"The image shows rice leaves with linear; brownish streaks running between leaf veins that are consistent with the water-soaked; light brown to yellowish-gray lesions characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_355.jpg,no,leaf,rejected,"The leaves in the image appear uniformly green and healthy without the characteristic water-soaked linear streaks; brown-to-yellowish-gray lesions; or translucent banding between veins associated with Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_82.jpg,no,whole_plant,rejected,"The image shows healthy-looking green rice plants at flowering/heading stage without visible linear water-soaked streaks; translucent lesions; or brown-to-yellowish-gray streaking between leaf veins characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_346.jpg,yes,leaf,test,"The image shows rice leaves with yellowish-brown linear streaks running between the leaf veins; consistent with the water-soaked to light brown translucent lesions characteristic of Bacterial Leaf Streak caused by Xanthomonas oryzae pv. oryzicola."
Bacterial_Leaf_Streak,BDCropVegeta_216.jpg,no,leaf,rejected,"The image shows green; healthy-looking rice leaves without the characteristic water-soaked linear streaks; brown to yellowish-gray lesions; or translucent streaking between leaf veins that are diagnostic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_201.jpg,no,leaf,rejected,"The image shows healthy green rice leaves with no visible water-soaked linear lesions; brown streaks; translucent areas; or bacterial ooze characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_93.jpg,no,leaf,rejected,"The leaves in the image appear uniformly green and healthy without the characteristic water-soaked linear streaks; brown-to-yellowish-gray lesions; or translucent streaking between leaf veins associated with Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_368.jpg,no,whole_plant,rejected,"The image shows rice plants with green leaves and emerging panicles without visible water-soaked linear streaks; translucent lesions; or brownish-yellow bacterial streak symptoms characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_128.jpg,no,whole_plant,rejected,"The image shows mostly healthy green foliage with only minor browning; lacking the characteristic linear water-soaked streaks; translucent lesions between veins; or yellowish-gray streaks consistent with Bacterial Leaf Streak disease."
Bacterial_Leaf_Streak,BDCropVegeta_101.jpg,yes,leaf,test,"The image shows rice leaves with elongated; linear lesions that appear light brown to yellowish; consistent with the bacterial leaf streak symptoms of water-soaked streaks between leaf veins that turn brownish."
Bacterial_Leaf_Streak,BDCropVegeta_90.jpg,no,leaf,rejected,"The rice leaves in the image appear uniformly green and healthy without the characteristic water-soaked linear streaks; brown-to-yellowish-gray lesions; or translucent striping between leaf veins that are diagnostic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_316.jpg,yes,leaf,skipped,"The image shows rice leaves with linear; yellowish-brown streaks running parallel to the leaf veins; consistent with the translucent; light brown to yellowish-gray interveinal lesions characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_139.jpg,no,leaf,rejected,"The leaves in the image appear healthy and uniformly green without the characteristic water-soaked linear streaks; light brown to yellowish-gray translucent lesions between veins; or bacterial ooze associated with Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_149.jpg,no,leaf,rejected,"The leaves appear uniformly green and healthy without the characteristic water-soaked linear lesions; brownish-yellow streaks between veins; or translucent lesions associated with Bacterial Leaf Streak disease."
Bacterial_Leaf_Streak,BDCropVegeta_157.jpg,no,whole_plant,rejected,"The image shows healthy-looking green rice plants with no visible water-soaked linear lesions; brown streaks; or yellowing/browning symptoms characteristic of Bacterial Leaf Streak between leaf veins."
Bacterial_Leaf_Streak,BDCropVegeta_198.jpg,yes,leaf,skipped,"The image shows rice leaves with light brown to yellowish linear streaks running between the leaf veins; consistent with the translucent; elongated lesions characteristic of Bacterial Leaf Streak caused by Xanthomonas oryzae pv. oryzicola."
Bacterial_Leaf_Streak,BDCropVegeta_200.jpg,yes,leaf,skipped,"The image shows linear; elongated streaks with brownish-yellow discoloration running between leaf veins on grass (rice) leaves; consistent with the translucent; water-soaked to light brown linear lesions characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_203.jpg,no,whole_plant,rejected,"The image shows healthy; vibrant green grass/rice plants with no visible water-soaked linear lesions; brown streaks; translucent lesions; or any other symptoms consistent with Bacterial Leaf Streak disease."
Bacterial_Leaf_Streak,BDCropVegeta_106.jpg,yes,leaf,skipped,"The image shows rice leaves with elongated; light-colored streaks between the leaf veins that appear translucent; consistent with the linear lesions characteristic of Bacterial Leaf Streak."
Bacterial_Leaf_Streak,BDCropVegeta_152.jpg,no,leaf,rejected,"The leaves appear uniformly green and healthy without the characteristic linear water-soaked streaks; brown-to-yellowish-gray lesions; or translucent streaking between veins associated with Bacterial Leaf Streak."
Bacterial_Panicle_Blight,BDCropVegeta_150.jpg,no,whole_plant,rejected,"The image shows healthy green rice panicles and leaves without the characteristic upright discolored heads; two-tone grain discoloration; or water-soaked lesions associated with Bacterial Panicle Blight."
Bacterial_Panicle_Blight,BDCropVegeta_126.jpg,no,seed,rejected,"The image shows rice panicles that appear largely healthy and green without the characteristic upright discolored heads; two-tone grain discoloration; or water-soaked lesions associated with Bacterial Panicle Blight."
Bacterial_Panicle_Blight,BDCropVegeta_157.jpg,no,seed,rejected,"The image shows healthy green rice panicles without the characteristic two-tone grain discoloration; upright discolored heads; or water-soaked lesions associated with Bacterial Panicle Blight."
Bacterial_Panicle_Blight,BDCropVegeta_67.jpg,no,seed,rejected,"The image shows a healthy green rice panicle with no signs of bacterial panicle blight symptoms such as discolored or blighted grains; upright bleached heads; or two-tone grain discoloration."
Bacterial_Panicle_Blight,BDCropVegeta_291.jpg,yes,seed,ref,"The image shows rice panicles with discolored; upright heads and characteristic two-tone grain discoloration with purplish/water-soaked lesions on the spikelets; consistent with Bacterial Panicle Blight symptoms."
Bacterial_Panicle_Blight,BDCropVegeta_281.jpg,yes,stem,ref,"The image shows a rice panicle with discolored; upright head and visible browning/discoloration at the base of the emerging panicle against green stems; consistent with bacterial panicle blight symptoms."
Bacterial_Panicle_Blight,BDCropVegeta_331.jpg,yes,seed,ref,"The image shows a rice panicle with upright; discolored grain heads exhibiting the characteristic two-tone discoloration and water-soaked appearance on the grains consistent with Bacterial Panicle Blight; contrasting with the green stem."
Bacterial_Panicle_Blight,BDCropVegeta_166.jpg,yes,seed,ref,"The image shows rice panicles with discolored; darkened grain heads (purple-brown coloration) contrasting with green stems; which is consistent with the characteristic discoloration associated with Bacterial Panicle Blight."
Bacterial_Panicle_Blight,BDCropVegeta_128.jpg,yes,whole_plant,ref,"The image shows rice panicles with some heads appearing upright and discolored (whitish/bleached) contrasting with surrounding green healthy heads and green stems; consistent with bacterial panicle blight symptoms described."
Bacterial_Panicle_Blight,BDCropVegeta_37.jpg,yes,seed,ref,"The image shows a rice panicle with upright; discolored spikelets exhibiting pinkish-purple discoloration on the grain/florets against green stems; consistent with early-stage Bacterial Panicle Blight symptoms."
Bacterial_Panicle_Blight,BDCropVegeta_260.jpg,yes,seed,ref,"The image shows a rice panicle with discolored; upright grain heads exhibiting the characteristic pale/bleached appearance with some discoloration consistent with bacterial panicle blight symptoms described."
Bacterial_Panicle_Blight,BDCropVegeta_299.jpg,no,stem,rejected,"The image shows a rice stem with emerging panicle buds that appear mostly green and healthy without the characteristic two-tone grain discoloration; upright discolored heads; or water-soaked lesions associated with Bacterial Panicle Blight."
Bacterial_Panicle_Blight,BDCropVegeta_280.jpg,yes,seed,test,"The image shows rice panicles with discolored; upright grain heads contrasting with green stems; consistent with the characteristic two-tone discoloration and upright blighted heads described for Bacterial Panicle Blight."
Bacterial_Panicle_Blight,BDCropVegeta_229.jpg,yes,seed,test,"The image shows rice panicles with upright; discolored heads exhibiting characteristic two-tone grain discoloration and some water-soaked/pinkish coloration on the spikelets; consistent with Bacterial Panicle Blight symptoms described."
Bacterial_Panicle_Blight,BDCropVegeta_168.jpg,yes,seed,test,"The image shows rice panicles with discolored; upright heads exhibiting two-tone grain discoloration and some water-soaked or bleached spikelets contrasting with green stems; consistent with Bacterial Panicle Blight symptoms."
Bacterial_Panicle_Blight,BDCropVegeta_45.jpg,no,seed,rejected,"The image shows a rice panicle that appears largely green and healthy without the characteristic upright discolored heads; two-tone grain discoloration; or water-soaked symptoms described for Bacterial Panicle Blight."
Bacterial_Panicle_Blight,BDCropVegeta_59.jpg,yes,seed,test,"The image shows rice panicles with discolored; upright heads exhibiting characteristic browning and two-tone discoloration of the grain consistent with Bacterial Panicle Blight symptoms; contrasting with the green stems and surrounding healthy tissue."
Bacterial_Panicle_Blight,BDCropVegeta_294.jpg,no,stem,rejected,"The image shows green; healthy-looking rice stems and leaves without the characteristic upright discolored panicles; two-tone grain discoloration; or water-soaked lesions associated with Bacterial Panicle Blight."
Bacterial_Panicle_Blight,BDCropVegeta_193.jpg,yes,seed,test,"The image shows rice panicles with characteristic discoloration and browning of the grain heads consistent with bacterial panicle blight; where affected upright heads display two-tone grain discoloration contrasting with the green stems."
Bacterial_Panicle_Blight,BDCropVegeta_273.jpg,yes,seed,skipped,"The image shows rice panicles with characteristic two-tone discoloration of the grains (purple/pink and white coloring) consistent with bacterial panicle blight symptoms; with the affected heads visible against green stems and leaves."
Bacterial_Panicle_Blight,BDCropVegeta_25.jpg,no,whole_plant,rejected,"The image shows healthy green rice plants with developing panicles and no visible symptoms of bacterial panicle blight such as upright discolored heads; two-tone grain discoloration; or water-soaked lesions on the grains."
Bacterial_Panicle_Blight,BDCropVegeta_334.jpg,yes,seed,skipped,"The image shows rice panicles with discolored; blighted grain heads that appear upright and bleached/tan in color contrasting with the surrounding green healthy tillers; consistent with Bacterial Panicle Blight symptoms."
Bacterial_Panicle_Blight,BDCropVegeta_69.jpg,no,seed,rejected,"The image shows a rice panicle that appears healthy and uniformly green without the characteristic two-tone grain discoloration; upright discolored heads; or water-soaked lesions associated with Bacterial Panicle Blight."
Bacterial_Panicle_Blight,BDCropVegeta_311.jpg,no,stem,rejected,"The image shows a rice panicle that appears healthy and green without the characteristic upright discolored heads; two-tone grain discoloration; or water-soaked lesions associated with Bacterial Panicle Blight."
Bacterial_Panicle_Blight,BDCropVegeta_233.jpg,yes,seed,skipped,"The image shows rice panicles with characteristic two-tone discoloration on the grains (pink/white banding) and upright discolored heads consistent with Bacterial Panicle Blight symptoms described."
Bacterial_Panicle_Blight,BDCropVegeta_212.jpg,no,whole_plant,rejected,"The image shows rice plants with green; healthy-looking panicles and no visible two-tone grain discoloration; upright discolored heads; or water-soaked lesions characteristic of Bacterial Panicle Blight."
Bacterial_Panicle_Blight,Bugwood_13.jpg,yes,seed,skipped,"The image shows rice panicles with characteristic upright; discolored (brown/dark) grain heads contrasting with healthier yellow-green heads nearby; consistent with the two-tone discoloration and upright diseased heads described for Bacterial Panicle Blight."
Bacterial_Panicle_Blight,BDCropVegeta_40.jpg,no,whole_plant,rejected,"The image shows green; apparently healthy rice panicles without the characteristic upright discolored heads; two-tone grain discoloration; or water-soaked lesions described for Bacterial Panicle Blight."
Bacterial_Panicle_Blight,BDCropVegeta_121.jpg,yes,stem,ref,"The image shows rice panicles with characteristic two-tone discoloration and upright discolored heads with visible purple/pink discoloration on the stems and grain; consistent with Bacterial Panicle Blight symptoms."
Bacterial_Panicle_Blight,BDCropVegeta_110.jpg,yes,stem,ref,"The image shows rice panicles with discolored; water-soaked; and blighted spikelets on upright heads with green stems; consistent with Bacterial Panicle Blight symptoms described."
Bacterial_Panicle_Blight,BDCropVegeta_80.jpg,no,whole_plant,rejected,"The image shows a healthy green rice plant with a normal developing panicle and no visible symptoms of bacterial panicle blight such as upright discolored heads; two-tone grain discoloration; or water-soaked lesions."
Bacterial_Panicle_Blight,BDCropVegeta_295.jpg,yes,seed,skipped,"The image shows rice panicles with discolored; upright heads exhibiting characteristic two-tone grain discoloration and bleached/blighted spikelets consistent with Bacterial Panicle Blight symptoms against a background of green stems and leaves."
Bacterial_Panicle_Blight,BDCropVegeta_130.jpg,no,seed,rejected,"The image shows healthy green rice panicles and grains without the characteristic upright discolored heads; two-tone grain discoloration; or water-soaked lesions associated with Bacterial Panicle Blight."
Bacterial_Panicle_Blight,BDCropVegeta_131.jpg,yes,whole_plant,ref,"The image shows rice panicles with discolored; upright heads contrasting against green stems and leaves; consistent with the characteristic symptoms of Bacterial Panicle Blight including bleached/discolored grain heads with green stems."
Bacterial_Panicle_Blight,BDCropVegeta_141.jpg,no,stem,rejected,"The image shows healthy green rice panicles at an early heading stage with no visible bacterial panicle blight symptoms such as upright discolored heads; two-tone grain discoloration; or water-soaked lesions."
